order,url,name,description,star
1649851842-2359,https://github.com/search?l=Java&o=desc&p=42&q=in%3Adescription+microservice&s=stars&type=Repositories,SeelabFhdo/lemma,Home of the Language Ecosystem for Modeling Microservice Architecture (LEMMA),16
1649851944-2718,https://github.com/search?l=Java&o=desc&p=6&q=in%3Adescription+microservice&s=stars&type=Repositories,eventuate-tram/eventuate-tram-sagas-examples-customers-and-orders,Spring Boot/JPA microservices that use an orchestration-based saga to maintain data consistency,369
1649851704-1889,https://github.com/search?l=Java&o=desc&p=89&q=in%3Adescription+microservice&s=stars&type=Repositories,sunnyvale-academy/ITS-ICT_Microservices,Microservices,4
1649851696-1857,https://github.com/search?l=Java&o=desc&p=92&q=in%3Adescription+microservice&s=stars&type=Repositories,christian-posta/ticket-monster-admin,The admin backend for a microservices ticketmonster deployment,4
1649851896-2545,https://github.com/search?l=Java&o=desc&p=23&q=in%3Adescription+microservice&s=stars&type=Repositories,microservices-practical/microservices-v9,Learn Microservices with Spring Boot - v9,41
1649851842-2356,https://github.com/search?l=Java&o=desc&p=42&q=in%3Adescription+microservice&s=stars&type=Repositories,AlicanAkkus/microservice-docker,"Dockerized Microservice with Spring Cloud (Config Server, Discovery Server, Feign Client)",16
1649851805-2229,https://github.com/search?l=Java&o=desc&p=55&q=in%3Adescription+microservice&s=stars&type=Repositories,break-me-if-you-can/services,Microservices to be deployed to an existing k8s cluster for demo,11
1649851848-2373,https://github.com/search?l=Java&o=desc&p=40&q=in%3Adescription+microservice&s=stars&type=Repositories,himanshuvirmani/spring-boot-base-template,"A base template to be used to write microservices in Spring. This is deprecated, please check https://github.com/hima…",18
1649851896-2541,https://github.com/search?l=Java&o=desc&p=23&q=in%3Adescription+microservice&s=stars&type=Repositories,eazybytes/microservices-with-spring,"Microservices With Spring, Docker, Kubernetes - Code Examples",42
1649851891-2520,https://github.com/search?l=Java&o=desc&p=25&q=in%3Adescription+microservice&s=stars&type=Repositories,Azure-Samples/java-on-aks,How to use Azure Kubernetes Service end-to-end for Java apps? Illustrates using a Microservice Architecture with Spri…,37
1649851765-2090,https://github.com/search?l=Java&o=desc&p=68&q=in%3Adescription+microservice&s=stars&type=Repositories,BarathArivazhagan/spring-webflux-rest-webclient,This project contains samples demonstrating the spring 5 web flux rest client for communicating between microservices,7
1649851891-2526,https://github.com/search?l=Java&o=desc&p=25&q=in%3Adescription+microservice&s=stars&type=Repositories,maryellenteaches/FirstSpringBootMicroservice,Creating Your First Spring Boot Microservice -- Exercise Files,35
1649851822-2288,https://github.com/search?l=Java&o=desc&p=49&q=in%3Adescription+microservice&s=stars&type=Repositories,LearnCodeWithDurgesh/microservices-crash-course,Source Code of Microservices for beginners,12
1649851792-2181,https://github.com/search?l=Java&o=desc&p=59&q=in%3Adescription+microservice&s=stars&type=Repositories,piomin/sample-spring-cloud-comm,sample microservices demonstrating usage of such Spring Cloud components and mechanisms like Eureka (service discover…,10
1649851942-2707,https://github.com/search?l=Java&o=desc&p=7&q=in%3Adescription+microservice&s=stars&type=Repositories,apssouza22/java-microservice,A full microservice project using Spring and many others tools,292
1649851845-2363,https://github.com/search?l=Java&o=desc&p=41&q=in%3Adescription+microservice&s=stars&type=Repositories,Harpuia/chaos-monkeys-ml-platform,A web-based machine learning experimentation platform using microservices architecture.,17
1649851701-1870,https://github.com/search?l=Java&o=desc&p=90&q=in%3Adescription+microservice&s=stars&type=Repositories,chandresh87/MicroServices,MicroServices,4
1649851871-2457,https://github.com/search?l=Java&o=desc&p=32&q=in%3Adescription+microservice&s=stars&type=Repositories,ssherwood/spring-boot-jpa,A Spring Boot microservices reference application using Spring Data JPA,25
1649851733-1989,https://github.com/search?l=Java&o=desc&p=79&q=in%3Adescription+microservice&s=stars&type=Repositories,existmaster/event-sourcing-microservices-basics,Introduces the basics of event sourcing in a microservice architecture,5
1649851792-2183,https://github.com/search?l=Java&o=desc&p=59&q=in%3Adescription+microservice&s=stars&type=Repositories,ahsumon85/secure-spring-boot-microservice,This repo we will see how to configure spring cloud oauth2 on microservice architecture. there are five services auth…,10
1649851868-2449,https://github.com/search?l=Java&o=desc&p=33&q=in%3Adescription+microservice&s=stars&type=Repositories,saturnism/spring-petclinic-gcp,Spring PetClinic Microservices on GCP,23
1649851787-2162,https://github.com/search?l=Java&o=desc&p=61&q=in%3Adescription+microservice&s=stars&type=Repositories,cloud-native-java/data,Apply bounded-contexts and polyglot persistence for your microservice's data. Learn how to join data across services.,9
1649851845-2364,https://github.com/search?l=Java&o=desc&p=41&q=in%3Adescription+microservice&s=stars&type=Repositories,wenqiglantz/customer-service,"Spring Boot microservice to demo integration with Dapr for event-driven, Pact for consumer-driven contract testing, C…",17
1649851811-2242,https://github.com/search?l=Java&o=desc&p=53&q=in%3Adescription+microservice&s=stars&type=Repositories,iusofts/blades,A simple Microservice Framework. Yours free.,11
1649851936-2688,https://github.com/search?l=Java&o=desc&p=9&q=in%3Adescription+microservice&s=stars&type=Repositories,in28minutes/deploy-spring-microservices-to-aws-ecs-fargate,Take your first steps towards cloud with AWS ECS Fargate. Deploy REST APIs and Microservices with Spring Boot and Do…,186
1649851950-2739,https://github.com/search?l=Java&o=desc&p=4&q=in%3Adescription+microservice&s=stars&type=Repositories,anilallewar/microservices-basics-spring-boot,Basic architecture framework to create complete microservices using Spring boot and Spring cloud,612
1649851896-2546,https://github.com/search?l=Java&o=desc&p=23&q=in%3Adescription+microservice&s=stars&type=Repositories,mmahmoodictbd/production-ready-microservices-starter,Production Ready Microservices Starter gonna give you basic microservices which are common in all businesses. Best t…,41
1649851939-2690,https://github.com/search?l=Java&o=desc&p=8&q=in%3Adescription+microservice&s=stars&type=Repositories,kbastani/event-sourcing-microservices-example,Learn about building microservices with event sourcing using Spring Boot and how to deploy a social network to Kubern…,279
1649851928-2651,https://github.com/search?l=Java&o=desc&p=12&q=in%3Adescription+microservice&s=stars&type=Repositories,aws-samples/reactive-refarch-cloudformation,"Reactive Microservices Architectures with Amazon ECS, AWS Lambda, Amazon Kinesis Streams, Amazon ElastiCache, and Ama…",121
1649851715-1926,https://github.com/search?l=Java&o=desc&p=85&q=in%3Adescription+microservice&s=stars&type=Repositories,jonashackt/microservice-api-spring-boot,Example project showing how to interact with a Nuxt.js / Vue.js based frontend building a Spring Boot microservice,5
1649851922-2634,https://github.com/search?l=Java&o=desc&p=14&q=in%3Adescription+microservice&s=stars&type=Repositories,rodrigorodrigues/microservices-design-patterns,Microservice Architecture using multiple languages,97
1649851933-2679,https://github.com/search?l=Java&o=desc&p=10&q=in%3Adescription+microservice&s=stars&type=Repositories,bill1012/microservice,microservice with springcloud and docker,153
1649851885-2505,https://github.com/search?l=Java&o=desc&p=27&q=in%3Adescription+microservice&s=stars&type=Repositories,khauser/microservices4vaadin,Sample application to show the secured integration of microservices and vaadin,32
1649851783-2154,https://github.com/search?l=Java&o=desc&p=62&q=in%3Adescription+microservice&s=stars&type=Repositories,Vizuri/openshift-fhir-rules-microservices,Microservices for FHIR BRMS Rules in Microservice Architecture Demo,8
1649851678-1798,https://github.com/search?l=Java&o=desc&p=98&q=in%3Adescription+microservice&s=stars&type=Repositories,wellingtoncosta/spring-microservices,Spring Boot and Spring Cloud microservices sample implementation.,4
1649851834-2320,https://github.com/search?l=Java&o=desc&p=45&q=in%3Adescription+microservice&s=stars&type=Repositories,SAP-samples/iot-edge-samples,"Showcase of various extension scenarios for SAP IoT Edge, intelligent edge computing software that provides ""microser…",15
1649851819-2272,https://github.com/search?l=Java&o=desc&p=50&q=in%3Adescription+microservice&s=stars&type=Repositories,taimos/dvalin,Taimos microservices framework,12
1649851851-2380,https://github.com/search?l=Java&o=desc&p=39&q=in%3Adescription+microservice&s=stars&type=Repositories,IKOR-GmbH/sip-framework,"technical and non-technical decoupling of systems, using microservices and is therefore highly scalable. It builds o…",19
1649851885-2504,https://github.com/search?l=Java&o=desc&p=27&q=in%3Adescription+microservice&s=stars&type=Repositories,PacktPublishing/Hands-On-Enterprise-Java-Microservices-with-Eclipse-MicroProfile,"Hands-On Enterprise Java Microservices with Eclipse MicroProfile, published by Packt",32
1649851681-1804,https://github.com/search?l=Java&o=desc&p=97&q=in%3Adescription+microservice&s=stars&type=Repositories,JavierMF/features-service,REST MicroService for managing products Feature Models,4
1649851774-2128,https://github.com/search?l=Java&o=desc&p=65&q=in%3Adescription+microservice&s=stars&type=Repositories,xm-online/xm-ms-dashboard,XM^online 2 - Microservice for Dashboards,8
1649851879-2487,https://github.com/search?l=Java&o=desc&p=29&q=in%3Adescription+microservice&s=stars&type=Repositories,NationalLibraryOfNorway/generator-spring-microservice,Yeoman generator for creating Spring Microservices,28
1649851687-1826,https://github.com/search?l=Java&o=desc&p=95&q=in%3Adescription+microservice&s=stars&type=Repositories,michelcojocaru/MasterProject,Microservices Validation framework,4
1649851696-1850,https://github.com/search?l=Java&o=desc&p=92&q=in%3Adescription+microservice&s=stars&type=Repositories,JujaLabs/microservices,Microservices for juja online training cources,4
1649851922-2635,https://github.com/search?l=Java&o=desc&p=14&q=in%3Adescription+microservice&s=stars&type=Repositories,mnadeem/boot-opentelemetry-tempo,"Project demonstrating Complete Observability Stack utilizing Prometheus, Loki (For distributed logging), Tempo (For D…",92
1649851715-1929,https://github.com/search?l=Java&o=desc&p=85&q=in%3Adescription+microservice&s=stars&type=Repositories,MiromarJunior/Banco-Pan-MicroServices,Banco-Pan-MicroServices,5
1649851754-2055,https://github.com/search?l=Java&o=desc&p=72&q=in%3Adescription+microservice&s=stars&type=Repositories,mahedee/articles,"Article on ASP.NET Core, Microservices, AI & Machine Learning",6
1649851693-1842,https://github.com/search?l=Java&o=desc&p=93&q=in%3Adescription+microservice&s=stars&type=Repositories,johntomcy/michackathon,Microservice Hackathon main project which has all the projects,4
1649851845-2365,https://github.com/search?l=Java&o=desc&p=41&q=in%3Adescription+microservice&s=stars&type=Repositories,att/kubekleaner,KubeKleaner uses Spring Boot's scheduled task functionality along with the Kubernetes API to delete failing microservice,17
1649851879-2486,https://github.com/search?l=Java&o=desc&p=29&q=in%3Adescription+microservice&s=stars&type=Repositories,PacktPublishing/Microservices-Deployment-Cookbook,"Code repository for Microservices Deployment Cookbook, published by Packt.",28
1649851693-1846,https://github.com/search?l=Java&o=desc&p=93&q=in%3Adescription+microservice&s=stars&type=Repositories,majidgolshadi/input-validator,Microservice for validating request based on json-schema.,4
1649851868-2445,https://github.com/search?l=Java&o=desc&p=33&q=in%3Adescription+microservice&s=stars&type=Repositories,kbastani/cloud-native-microservice-strangler-example,Spring Cloud example of a cloud native strangler pattern for integrating microservices with legacy applications,24
1649851771-2116,https://github.com/search?l=Java&o=desc&p=66&q=in%3Adescription+microservice&s=stars&type=Repositories,fforbeck/vacuum,REST API which allows you to understand the dependency graph of your microservices architecture,8
1649851754-2058,https://github.com/search?l=Java&o=desc&p=72&q=in%3Adescription+microservice&s=stars&type=Repositories,ziedYazidi/kubernetes-with-spring-boot-microservices,Rent-car application using a microservices architecture. Integration of Kong Ingress Controller with kubernetes,6
1649851748-2038,https://github.com/search?l=Java&o=desc&p=74&q=in%3Adescription+microservice&s=stars&type=Repositories,OpenLiberty/guide-containerize,A guide on how to containerize and run your microservices with Open Liberty using Docker:,6
1649851817-2268,https://github.com/search?l=Java&o=desc&p=51&q=in%3Adescription+microservice&s=stars&type=Repositories,tomitribe/jjugccc2019,JJUG CCC 2019 Spring presentation of Stateless Microservice Security via JWT and MicroProfile,12
1649851854-2397,https://github.com/search?l=Java&o=desc&p=38&q=in%3Adescription+microservice&s=stars&type=Repositories,deniswsrosa/microservices-on-kubernetes,"A example of how to deploy a microservice on kubernetes using Spring Boot, Spring Data and Couchbase",19
1649851687-1825,https://github.com/search?l=Java&o=desc&p=95&q=in%3Adescription+microservice&s=stars&type=Repositories,Cauadev/greeting-service-ms,Repository to learn microservices,4
1649851790-2176,https://github.com/search?l=Java&o=desc&p=60&q=in%3Adescription+microservice&s=stars&type=Repositories,dndanoff/microservices,Microservice applications to show base architecture,9
1649851930-2664,https://github.com/search?l=Java&o=desc&p=11&q=in%3Adescription+microservice&s=stars&type=Repositories,WeBankFinTech/DeFiBus,"DeFiBus is a decentralized finacial message bus for microservices, provide request/reply, unicast, multi-cast, broadc…",135
1649851911-2592,https://github.com/search?l=Java&o=desc&p=18&q=in%3Adescription+microservice&s=stars&type=Repositories,rewe-digital-incubator/integration-patterns,Example for UI-based integration of microservices,61
1649851675-1788,https://github.com/search?l=Java&o=desc&p=99&q=in%3Adescription+microservice&s=stars&type=Repositories,bnzhou/DigitalWallet,A digital wallet using Spring Cloud and Eureka microservices,4
1649851684-1819,https://github.com/search?l=Java&o=desc&p=96&q=in%3Adescription+microservice&s=stars&type=Repositories,Flappyboy/sda,A platform for microservice decomposition.,4
1649851748-2030,https://github.com/search?l=Java&o=desc&p=74&q=in%3Adescription+microservice&s=stars&type=Repositories,kdkrkwhr/msa-architecture,"Spring Boot, Microservices Architecture",6
1649851933-2678,https://github.com/search?l=Java&o=desc&p=10&q=in%3Adescription+microservice&s=stars&type=Repositories,wacai/spring-boot-starter-dubbo,a spring boot starter module for developing microservices with dubbo RPC framework.,160
1649851930-2668,https://github.com/search?l=Java&o=desc&p=11&q=in%3Adescription+microservice&s=stars&type=Repositories,kbastani/spring-cloud-microservice-example,An example project that demonstrates an end-to-end cloud native application using Spring Cloud for building a practical,128
